ResponseId,affiliation,adultQ,politics,party,usdream_1,usdream_2,sex,edu,race,income,USresidency,Political_views,Party_affiliation,NPItot,MoAimportSUM,MoAachieveSUM,IDEASUM,mindfulSUM,belongSUM,efficacySUM,supportSUM,SocMediaSum,NPI_sum,physsymSUM,stressSUM
R_YW8RDLOru3UB5Gp,SUNYfredonia,3,1,1,2,2,2,5,1,3,1,1,1,5,58,33,28,63,40,20,55,27,18,27,34
R_DuBbYusN8LwmB3j,SUNYfredonia,1,1,1,1,3,2,2,3,4,1,1,1,6,53,33,31,32,37,31,39,18,19,27,34
R_2WBz9SkRfTfe7Bn,SUNYfredonia,1,4,3,3,3,2,2,1,5,1,4,3,2,72,37,32,51,38,28,71,28,21,28,32
R_2aRjPbpWTCg3D3d,SUNYfredonia,2,2,3,3,3,2,2,1,2,1,2,3,8,70,35,32,58,33,38,76,48,23,28,33
R_3qpXX2RZ4adYblb,SUNYfredonia,3,6,5,3,4,2,2,1,8,1,6,5,1,72,38,28,61,35,28,62,39,22,28,34
R_1LIku4yxwS2Fuf4,SUNYfredonia,2,6,6,2,4,2,2,1,4,1,6,6,0,66,36,30,36,46,24,50,36,21,28,35
R_3HNSMvwHCIWZ6lY,SUNYfredonia,2,5,6,5,3,1,2,1,8,1,5,6,8,73,36,29,36,41,30,64,51,19,29,35
R_20T2t5syzJ7xD52,SUNYfredonia,2,1,1,4,4,2,5,1,2,1,1,1,7,74,45,32,37,48,27,84,49,22,29,38
R_3qBCMKboxJfZG1V,SUNYfredonia,1,2,2,4,4,2,2,1,5,1,2,2,3,61,39,32,30,36,33,60,43,22,30,37
R_d5agpoYmje2Td73,SUNYfredonia,1,4,6,4,4,2,2,3,4,1,4,6,4,73,38,29,29,39,28,72,40,23,30,36
R_yCtUbug4qskv83L,SUNYfredonia,2,2,2,2,3,3,2,1,1,1,2,2,1,47,34,29,42,34,29,50,45,20,31,30
R_2Bs9LV0NhRqaI22,SUNYfredonia,1,7,7,5,3,2,4,1,1,1,7,7,3,78,37,25,25,39,20,84,45,18,31,39
R_10wSj5XPe0tgJGz,SUNYfredonia,1,4,5,4,3,1,9,1,4,1,4,5,1,79,52,27,34,31,31,57,19,22,31,36
R_2pWuJWIUzQpz0uW,SUNYfredonia,1,1,1,1,1,2,2,2,6,1,1,1,4,58,38,30,62,35,33,54,28,19,32,33
R_27J7B3vQDhydaTm,SUNYfredonia,1,1,1,3,3,2,2,1,2,1,1,1,3,64,37,32,48,43,29,52,39,20,35,37
R_BrlZ2XZIuRH2VEZ,SUNYfredonia,1,2,2,2,2,2,2,1,2,1,2,2,1,73,37,30,39,38,26,43,34,20,37,32
R_0Cj1m8a7TIGCjwl,SUNYfredonia,1,4,4,3,4,2,2,3,1,1,4,4,12,72,56,18,70,31,30,80,33,19,37,33
R_9n6Ljr6VKDVOImJ,SUNYfredonia,1,4,3,4,5,1,2,5,1,2,4,3,4,61,40,27,55,34,36,59,30,23,15,30
R_2Sxg420ydqrYrJF,SUNYfredonia,2,2,1,3,4,2,2,4,1,2,2,1,2,58,37,29,62,38,31,62,28,21,23,32
